,Unnamed: 0,readable,energies
13,13,"Stage.LATTICE_PARAMETERS; Composition = {'O': 12, 'F': 13, 'Mg': 3, 'Si': 1, 'S': 2}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (1.0994631690904497, 1.0994631690904497, 84.46347368359565), (90.0, 90.0, 120.0)",-2.1295809745788574
14,14,"Stage.LATTICE_PARAMETERS; Composition = {'O': 15, 'F': 12, 'Mg': 8, 'Si': 9, 'Cl': 3}; SpaceGroup = 187 | P-6m2 | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -6m2; LatticeParameters = (1.4268053981475532, 1.4268053981475532, 26.36348716020584), (90.0, 90.0, 120.0)",-3.029263019561768
15,15,"Stage.LATTICE_PARAMETERS; Composition = {'O': 4, 'F': 16, 'Mg': 6, 'Si': 2, 'Fe': 1}; SpaceGroup = 187 | P-6m2 | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -6m2; LatticeParameters = (8.047945134341717, 8.047945134341717, 58.17232877016067), (90.0, 90.0, 120.0)",-3.343806743621826
16,16,"Stage.LATTICE_PARAMETERS; Composition = {'N': 1, 'O': 9, 'F': 9, 'Mg': 5, 'Si': 6}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (6.4366291631013155, 6.4366291631013155, 96.28086510896682), (90.0, 90.0, 120.0)",-3.453453302383423
17,17,"Stage.LATTICE_PARAMETERS; Composition = {'O': 8, 'F': 15, 'Mg': 8, 'Si': 3, 'Cl': 3}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (3.6831997686997053, 3.6831997686997053, 67.03865505456925), (90.0, 90.0, 120.0)",-3.299856662750244
18,18,"Stage.LATTICE_PARAMETERS; Composition = {'O': 12, 'F': 14, 'Mg': 4, 'Si': 11, 'S': 1}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (7.429184295982123, 7.429184295982123, 39.47494477629661), (90.0, 90.0, 120.0)",-3.3023853302001958
19,19,"Stage.LATTICE_PARAMETERS; Composition = {'O': 9, 'F': 13, 'Mg': 6, 'Si': 8}; SpaceGroup = 16 | P222 | orthorhombic (3) | enantiomorphic (4) | rhombic-disphenoidal | 222; LatticeParameters = (13.565999193489551, 2.4190520842559633, 40.684525716304776), (90.0, 90.0, 90.0)",-3.357677459716797
20,20,"Stage.LATTICE_PARAMETERS; Composition = {'H': 3, 'O': 4, 'F': 4, 'Si': 5, 'P': 2}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (11.589578598737717, 11.589578598737717, 19.7689490661025), (90.0, 90.0, 120.0)",-1.6336827278137207
21,21,"Stage.LATTICE_PARAMETERS; Composition = {'O': 4, 'F': 16, 'Mg': 9, 'Si': 4, 'S': 2}; SpaceGroup = 187 | P-6m2 | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -6m2; LatticeParameters = (8.737418733537197, 8.737418733537197, 10.162089889496565), (90.0, 90.0, 120.0)",-3.091176271438598
22,22,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 1, 'O': 1, 'Mg': 2, 'Si': 10, 'S': 5}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (15.362151016294955, 15.362151016294955, 24.40243463516235), (90.0, 90.0, 120.0)",-0.5759599804878235
23,23,"Stage.LATTICE_PARAMETERS; Composition = {'O': 10, 'F': 7, 'Mg': 4, 'P': 5, 'S': 1}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (3.167194899171591, 3.167194899171591, 25.77408100366592), (90.0, 90.0, 120.0)",-2.922747850418091
24,24,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 11, 'O': 9, 'F': 9, 'Mg': 5, 'Si': 2}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (7.88865148127079, 7.88865148127079, 72.67333042025567), (90.0, 90.0, 120.0)",-2.99176025390625
25,25,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 12, 'O': 11, 'F': 13, 'Mg': 11}; SpaceGroup = 3 | P121 | monoclinic (2) | enantiomorphic-polar (1) | sphenoidal | 2; LatticeParameters = (2.788680132292211, 14.372785197198391, 59.51574053764343), (90.0, 127.8692901134491, 90.0)",-3.1292335987091064
26,26,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 16, 'O': 7, 'F': 13, 'Mg': 13, 'Cl': 1}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (3.242983095347881, 3.242983095347881, 60.70380293130874), (90.0, 90.0, 120.0)",-2.8023197650909424
27,27,"Stage.LATTICE_PARAMETERS; Composition = {'O': 4, 'F': 15, 'Mg': 8, 'Si': 4, 'Cl': 3}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (8.561546112596988, 8.561546112596988, 39.12682336866855), (90.0, 90.0, 120.0)",-3.3565473556518555
28,28,"Stage.LATTICE_PARAMETERS; Composition = {'F': 14, 'Mg': 8, 'Si': 1, 'S': 2, 'Cl': 1}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (7.005770126730203, 7.005770126730203, 64.65488684177399), (90.0, 90.0, 120.0)",-3.392625093460083
29,29,"Stage.LATTICE_PARAMETERS; Composition = {'C': 2, 'O': 10, 'F': 16, 'Mg': 15, 'Si': 2}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (4.738617313653231, 4.738617313653231, 73.55341120362282), (90.0, 90.0, 120.0)",-3.3281636238098145
30,30,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 9, 'O': 8, 'F': 7, 'Mg': 7, 'Si': 5}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (12.208842255175114, 12.208842255175114, 10.256198827177286), (90.0, 90.0, 120.0)",-2.723278760910034
31,31,"Stage.LATTICE_PARAMETERS; Composition = {'C': 1, 'O': 10, 'F': 4, 'Mg': 9, 'Si': 2}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (11.113734754174947, 11.113734754174947, 30.330442696809765), (90.0, 90.0, 120.0)",-3.101903915405273
32,32,"Stage.LATTICE_PARAMETERS; Composition = {'O': 9, 'F': 12, 'Mg': 13, 'Si': 3, 'S': 1}; SpaceGroup = 187 | P-6m2 | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -6m2; LatticeParameters = (6.22464593462646, 6.22464593462646, 71.14423184990883), (90.0, 90.0, 120.0)",-3.193514823913574
33,33,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 1, 'F': 14, 'Mg': 9, 'P': 2, 'S': 2}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (4.274566066637635, 4.274566066637635, 84.68479633331299), (90.0, 90.0, 120.0)",-3.0924501419067383
34,34,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 4, 'O': 14, 'F': 16, 'Mg': 1, 'Fe': 2}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (6.258534470200539, 6.258534470200539, 84.10675489902496), (90.0, 90.0, 120.0)",-1.5367499589920044
35,35,"Stage.LATTICE_PARAMETERS; Composition = {'O': 12, 'F': 12, 'Mg': 9, 'P': 1, 'S': 3}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (2.7188731454312802, 2.7188731454312802, 85.0871039569378), (90.0, 90.0, 120.0)",-3.170904397964477
36,36,"Stage.LATTICE_PARAMETERS; Composition = {'O': 10, 'F': 10, 'Mg': 14, 'Si': 4, 'Cl': 1}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (3.780032119713723, 3.780032119713723, 40.0328409999609), (90.0, 90.0, 120.0)",-3.196671962738037
37,37,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 4, 'O': 12, 'Mg': 3, 'P': 4, 'S': 1}; SpaceGroup = 187 | P-6m2 | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -6m2; LatticeParameters = (14.20997846275568, 14.20997846275568, 89.9113990187645), (90.0, 90.0, 120.0)",-2.5783262252807617
38,38,"Stage.LATTICE_PARAMETERS; Composition = {'H': 1, 'O': 10, 'F': 7, 'Mg': 15, 'S': 1}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (3.268562580645084, 3.268562580645084, 29.110474613308902), (90.0, 90.0, 120.0)",-3.110868453979492
39,39,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 1, 'N': 1, 'O': 8, 'F': 15, 'Si': 6}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (8.419737385958433, 8.419737385958433, 94.6436480998993), (90.0, 90.0, 120.0)",-3.176270008087158
40,40,"Stage.LATTICE_PARAMETERS; Composition = {'H': 15, 'O': 9, 'F': 6, 'Si': 4, 'Cl': 5}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (8.877651077508926, 8.877651077508926, 12.46335089802742), (90.0, 90.0, 120.0)",-2.052963256835937
41,41,"Stage.LATTICE_PARAMETERS; Composition = {'N': 2, 'O': 16, 'F': 16, 'Si': 10, 'Fe': 3}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (11.497506775707006, 11.497506775707006, 72.06987784504891), (90.0, 90.0, 120.0)",-3.10502028465271
42,42,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 4, 'O': 4, 'F': 15, 'Mg': 6, 'P': 1}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (12.261949738115073, 12.261949738115073, 46.72030371427535), (90.0, 90.0, 120.0)",-3.415314197540283
43,43,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 14, 'F': 5, 'Mg': 4, 'Si': 2, 'S': 2}; SpaceGroup = 162 | P-31m | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -31m; LatticeParameters = (14.13696425706148, 14.13696425706148, 13.544176445901394), (90.0, 90.0, 120.0)",-1.298817157745361
44,44,"Stage.LATTICE_PARAMETERS; Composition = {'O': 10, 'F': 5, 'Mg': 6, 'Si': 2, 'S': 2}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (4.785426649451256, 4.785426649451256, 66.507566934824), (90.0, 90.0, 120.0)",-3.2078890800476074
45,45,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 8, 'O': 8, 'F': 14, 'Mg': 8, 'P': 2}; SpaceGroup = 6 | P1m1 | monoclinic (2) | polar (3) | domatic | m; LatticeParameters = (9.277166990190745, 19.049389077723024, 43.518792346119874), (90.0, 121.47389650344849, 90.0)",-3.1985363960266118
46,46,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 6, 'C': 2, 'O': 14, 'F': 12, 'S': 4}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (14.045119108259678, 14.045119108259678, 78.6079304933548), (90.0, 90.0, 120.0)",-2.4349498748779297
47,47,"Stage.LATTICE_PARAMETERS; Composition = {'O': 11, 'F': 15, 'Mg': 3, 'Si': 9, 'S': 6}; SpaceGroup = 6 | P1m1 | monoclinic (2) | polar (3) | domatic | m; LatticeParameters = (4.355118851736188, 21.044178406894204, 11.027603715658188), (90.0, 142.79357194900513, 90.0)",-2.9903273582458496
48,48,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'C': 1, 'O': 7, 'F': 13, 'Si': 9}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (8.327268329262733, 8.327268329262733, 79.119006305933), (90.0, 90.0, 120.0)",-3.2644283771514893
49,49,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 7, 'O': 8, 'F': 13, 'Mg': 2, 'Si': 6}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (9.353660313040018, 9.353660313040018, 59.29210241436958), (90.0, 90.0, 120.0)",-3.300212860107422
50,50,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'O': 5, 'F': 13, 'Mg': 10, 'P': 5}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (3.486094343848526, 3.486094343848526, 27.359507012367246), (90.0, 90.0, 120.0)",-2.7889480590820312
51,51,"Stage.LATTICE_PARAMETERS; Composition = {'O': 14, 'F': 14, 'Mg': 7, 'Si': 8, 'Cl': 1}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (1.3409699775278567, 1.3409699775278567, 99.98943860530854), (90.0, 90.0, 120.0)",-3.577075958251953
52,52,"Stage.LATTICE_PARAMETERS; Composition = {'N': 1, 'O': 9, 'F': 6, 'Si': 9, 'P': 3}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (13.59530145227909, 13.59530145227909, 5.521585172042251), (90.0, 90.0, 120.0)",-2.299813747406006
53,53,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'O': 9, 'F': 12, 'Mg': 2, 'Si': 6}; SpaceGroup = 99 | P4mm | tetragonal (4) | polar (3) | ditetragonal-pyramidal | 4mm; LatticeParameters = (11.218339373171329, 11.218339373171329, 24.279624457657334), (90.0, 90.0, 90.0)",-3.3141345977783203
54,54,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 1, 'O': 8, 'F': 16, 'Si': 8, 'P': 1}; SpaceGroup = 99 | P4mm | tetragonal (4) | polar (3) | ditetragonal-pyramidal | 4mm; LatticeParameters = (9.93796002343297, 9.93796002343297, 76.53916119337082), (90.0, 90.0, 90.0)",-3.3912758827209477
55,55,"Stage.LATTICE_PARAMETERS; Composition = {'H': 1, 'Li': 4, 'O': 11, 'F': 13, 'Si': 9}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (6.554962339997291, 6.554962339997291, 78.70653304457664), (90.0, 90.0, 120.0)",-3.389356136322021
56,56,"Stage.LATTICE_PARAMETERS; Composition = {'O': 12, 'F': 16, 'Mg': 10, 'Si': 2, 'P': 4}; SpaceGroup = 129 | P4/nmm1 | tetragonal (4) | centrosymmetric (2) | ditetragonal-dipyramidal | 4/mmm; LatticeParameters = (10.751245744526386, 10.751245744526386, 33.32900162637233), (90.0, 90.0, 90.0)",-3.423783540725708
57,57,"Stage.LATTICE_PARAMETERS; Composition = {'O': 13, 'F': 8, 'Mg': 15, 'Si': 3, 'S': 2}; SpaceGroup = 162 | P-31m | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -31m; LatticeParameters = (8.392646493017674, 8.392646493017674, 48.060215690732), (90.0, 90.0, 120.0)",-3.0877246856689453
58,58,"Stage.LATTICE_PARAMETERS; Composition = {'O': 13, 'F': 12, 'Mg': 12, 'Si': 4, 'S': 1}; SpaceGroup = 16 | P222 | orthorhombic (3) | enantiomorphic (4) | rhombic-disphenoidal | 222; LatticeParameters = (4.253787349537015, 3.720470697246492, 96.83784872889518), (90.0, 90.0, 90.0)",-3.5126748085021973
59,59,"Stage.LATTICE_PARAMETERS; Composition = {'O': 6, 'F': 14, 'Mg': 14, 'S': 3, 'Cl': 3}; SpaceGroup = 10 | P12/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; LatticeParameters = (5.775237325951457, 5.993049109354615, 93.18436814546585), (90.0, 143.0737018585205, 90.0)",-3.272582769393921
60,60,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 5, 'O': 14, 'F': 12, 'Mg': 1, 'Si': 5}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (13.814428241550923, 13.814428241550923, 43.10459133982658), (90.0, 90.0, 120.0)",-2.498123407363892
61,61,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'O': 10, 'F': 16, 'Mg': 6, 'Si': 10}; SpaceGroup = 6 | P1m1 | monoclinic (2) | polar (3) | domatic | m; LatticeParameters = (11.401082364469767, 26.387392061948773, 26.959765902161596), (90.0, 134.09231305122375, 90.0)",-3.295840263366699
62,62,"Stage.LATTICE_PARAMETERS; Composition = {'O': 14, 'F': 9, 'Mg': 15, 'Si': 3, 'S': 3}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (1.5209477462805807, 1.5209477462805807, 65.58430138826371), (90.0, 90.0, 120.0)",-3.270148038864136
63,63,"Stage.LATTICE_PARAMETERS; Composition = {'H': 2, 'Li': 3, 'O': 8, 'F': 10, 'Si': 9}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (2.752051755040884, 2.752051755040884, 32.094275352358814), (90.0, 90.0, 120.0)",-2.822150230407715
64,64,"Stage.LATTICE_PARAMETERS; Composition = {'O': 10, 'F': 6, 'Mg': 8, 'Si': 1, 'Cl': 9}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (15.4873106315732, 15.4873106315732, 28.89376223683357), (90.0, 90.0, 120.0)",-2.163527011871338
65,65,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 4, 'O': 9, 'F': 16, 'Si': 11, 'S': 2}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (11.271739982068539, 11.271739982068539, 81.77623667120933), (90.0, 90.0, 120.0)",-3.32295036315918
66,66,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'O': 4, 'F': 6, 'Si': 4, 'S': 3}; SpaceGroup = 99 | P4mm | tetragonal (4) | polar (3) | ditetragonal-pyramidal | 4mm; LatticeParameters = (17.085433350503443, 17.085433350503443, 65.95948489308357), (90.0, 90.0, 90.0)",-2.637423515319824
67,67,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 5, 'O': 9, 'F': 15, 'Mg': 3, 'P': 4}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (8.75607837885618, 8.75607837885618, 70.89254814386368), (90.0, 90.0, 120.0)",-3.2731380462646484
68,68,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 5, 'O': 10, 'F': 15, 'Mg': 13, 'Cl': 1}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (4.100141355022788, 4.100141355022788, 28.88071702420711), (90.0, 90.0, 120.0)",-3.1893975734710693
69,69,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 12, 'O': 1, 'F': 14, 'P': 2, 'Cl': 2}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (23.618192011117934, 23.618192011117934, 20.3180958122015), (90.0, 90.0, 120.0)",-3.015113353729248
70,70,"Stage.LATTICE_PARAMETERS; Composition = {'O': 16, 'F': 14, 'Mg': 11, 'Si': 4}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (8.570156041532755, 8.570156041532755, 75.37408223748207), (90.0, 90.0, 120.0)",-3.373531579971313
71,71,"Stage.LATTICE_PARAMETERS; Composition = {'O': 10, 'F': 16, 'Mg': 3, 'Si': 6, 'S': 3}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (4.2363493084907535, 4.2363493084907535, 40.21321757137775), (90.0, 90.0, 120.0)",-3.3173389434814453
72,72,"Stage.LATTICE_PARAMETERS; Composition = {'O': 15, 'F': 16, 'Mg': 10, 'Si': 7, 'P': 2}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (3.104837151058018, 3.104837151058018, 99.34921016693116), (90.0, 90.0, 120.0)",-3.521973133087158
73,73,"Stage.LATTICE_PARAMETERS; Composition = {'O': 16, 'F': 13, 'Mg': 10, 'Si': 4, 'P': 6}; SpaceGroup = 3 | P121 | monoclinic (2) | enantiomorphic-polar (1) | sphenoidal | 2; LatticeParameters = (4.380355003103614, 41.747753369808194, 49.80990741848945), (90.0, 145.6620454788208, 90.0)",-3.1430604457855225
74,74,"Stage.LATTICE_PARAMETERS; Composition = {'O': 9, 'F': 8, 'Mg': 5, 'Si': 2, 'Fe': 2}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (3.8553605068475005, 3.8553605068475005, 74.72065796256065), (90.0, 90.0, 120.0)",-3.201214551925659
75,75,"Stage.LATTICE_PARAMETERS; Composition = {'O': 11, 'F': 7, 'Mg': 2, 'Si': 5, 'S': 5}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (3.3792730059474705, 3.3792730059474705, 62.2985912501812), (90.0, 90.0, 120.0)",-3.0406455993652344
76,76,"Stage.LATTICE_PARAMETERS; Composition = {'O': 14, 'F': 11, 'Mg': 14, 'P': 7, 'Cl': 3}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (18.750489203631876, 18.750489203631876, 10.559383361041546), (90.0, 90.0, 120.0)",-2.87317156791687
77,77,"Stage.LATTICE_PARAMETERS; Composition = {'N': 2, 'O': 13, 'F': 7, 'Mg': 7, 'Si': 13}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (11.583765549212695, 11.583765549212695, 52.66927508115768), (90.0, 90.0, 120.0)",-2.5563130378723145
78,78,"Stage.LATTICE_PARAMETERS; Composition = {'H': 3, 'Li': 3, 'O': 12, 'F': 13, 'Si': 5}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (10.032830940932035, 10.032830940932035, 87.28734135627747), (90.0, 90.0, 120.0)",-2.6536355018615723
79,79,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'F': 9, 'Mg': 5, 'P': 6, 'Cl': 3}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (11.819091054797171, 11.819091054797171, 42.2288402557373), (90.0, 90.0, 120.0)",-1.9894840717315676
80,80,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 7, 'C': 1, 'O': 5, 'F': 15, 'Si': 8}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (3.0291550930589435, 3.0291550930589435, 63.54002176523208), (90.0, 90.0, 120.0)",-3.0137486457824707
81,81,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 6, 'O': 14, 'F': 12, 'Mg': 16, 'P': 1}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (11.986877238750457, 11.986877238750457, 98.42411941289902), (90.0, 90.0, 120.0)",-3.1255123615264893
82,82,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 3, 'N': 1, 'O': 10, 'F': 10, 'Si': 7}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (8.892819792032242, 8.892819792032242, 41.317258399724956), (90.0, 90.0, 120.0)",-3.1432480812072754
83,83,"Stage.LATTICE_PARAMETERS; Composition = {'H': 1, 'O': 9, 'F': 5, 'Mg': 10, 'Si': 4}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (5.0363343469798565, 5.0363343469798565, 23.089020654559132), (90.0, 90.0, 120.0)",-2.7552061080932617
84,84,"Stage.LATTICE_PARAMETERS; Composition = {'N': 2, 'O': 4, 'F': 16, 'Mg': 8, 'S': 1}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (3.4753038752824064, 3.4753038752824064, 88.99388671517372), (90.0, 90.0, 120.0)",-3.087132692337036
85,85,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'C': 2, 'F': 10, 'Mg': 7, 'Cl': 4}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (3.3093375457450747, 3.3093375457450747, 18.82616738528013), (90.0, 90.0, 120.0)",-2.5674853324890137
86,86,"Stage.LATTICE_PARAMETERS; Composition = {'O': 2, 'F': 14, 'Mg': 9, 'P': 3, 'Cl': 1}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (9.331955701857805, 9.331955701857805, 70.8952889084816), (90.0, 90.0, 120.0)",-3.1544060707092285
87,87,"Stage.LATTICE_PARAMETERS; Composition = {'H': 1, 'Li': 9, 'O': 6, 'F': 12, 'Si': 4}; SpaceGroup = 3 | P121 | monoclinic (2) | enantiomorphic-polar (1) | sphenoidal | 2; LatticeParameters = (5.15915301553905, 17.284984937310217, 76.98780191540718), (90.0, 138.11782002449036, 90.0)",-3.22822904586792
88,88,"Stage.LATTICE_PARAMETERS; Composition = {'O': 9, 'F': 5, 'Mg': 4, 'Si': 6, 'Cl': 1}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (9.42461820691824, 9.42461820691824, 25.84187062680721), (90.0, 90.0, 120.0)",-3.122106075286865
