a,b,c,alpha,beta,gamma
8.6723385,8.6723385,20.754154,90.0,90.0,120.0
8.421398,8.421398,7.28156,90.0,90.0,90.0
11.030681,3.9547763,11.243813,90.0,108.82578,90.0
4.302354,15.900569,11.668159,90.0,90.0,90.0
8.497866,8.497866,8.242544,90.0,90.0,120.0
3.589369,3.589369,3.589369,90.0,90.0,90.0
4.6778464,8.486934,8.566646,90.0,90.0,90.0
8.987728,8.987728,14.922718,90.0,90.0,90.0
14.495282,14.565269,19.603163,90.0,90.0,90.0
7.0454826,7.316137,14.437326,90.0,90.0,90.0
10.572825,6.0313573,10.03026,90.0,90.24886,90.0
4.0032864,4.0032864,27.337603,90.0,90.0,90.0
3.3085728,3.3085728,37.694786,90.0,90.0,120.0
5.5525107,8.874409,14.819442,90.0,90.0,90.0
4.677859,6.284768,10.956341,90.0,90.0,90.0
14.134772,14.216209,14.375651,90.0,90.0,90.0
5.351681,8.24567,8.383852,115.93967,106.056526,95.08006
18.46744,18.46744,18.46744,90.0,90.0,90.0
3.944725,11.630605,20.345158,90.0,90.0,90.0
3.414194,3.414194,17.21287,90.0,90.0,120.0
3.50569,3.50569,13.698772,90.0,90.0,120.0
3.656548,3.656548,11.345446,90.0,90.0,120.0
18.666641,18.666641,3.0974605,90.0,90.0,120.0
6.960412,6.960412,6.29244,90.0,90.0,120.0
10.459742,17.970575,7.8901863,90.0,91.48198,90.0
4.763964,7.7008038,8.042271,90.0,90.0,90.0
4.927816,10.975268,13.720159,90.0,90.0,90.0
10.4858885,6.092096,9.078557,90.0,90.16832,90.0
9.222145,9.222145,13.249997,90.0,90.0,120.0
7.507442,8.467543,9.355133,71.62425,82.09226,67.75148
7.1464825,7.1464825,5.7647862,90.0,90.0,120.0
8.2340145,8.2340145,4.150659,90.0,90.0,120.0
11.080127,11.080127,17.729849,90.0,90.0,120.0
4.0970793,4.0970793,6.4508834,90.0,90.0,120.0
4.7667193,5.004963,11.899242,87.35514,83.9677,86.483246
11.648263,11.648263,11.674935,90.0,90.0,120.0
6.68754,3.848739,13.329324,90.0,101.23015,90.0
5.9245462,7.951906,11.494285,100.69879,89.38907,110.27753
6.21026,11.506428,8.124393,90.0,90.331276,90.0
9.700683,8.562761,13.020402,90.0,99.26769,90.0
9.096557,9.385055,7.067259,90.0,129.74875,90.0
10.006444,9.7589445,10.39435,90.0,120.69255,90.0
4.711556,4.7401304,9.420565,90.0,90.0,90.0
4.3213367,7.080723,7.7094526,90.0,90.0,90.0
3.84791,3.8616452,19.436098,90.0,90.0,90.0
3.758887,6.3634357,7.2094984,90.0,90.0,90.0
10.066245,11.145233,17.885399,90.0,90.0,90.0
6.4408636,11.339967,10.393727,90.0,90.0,90.0
10.412772,5.6082845,38.621864,90.0,97.07681,90.0
8.278639,8.278639,8.278639,90.0,90.0,90.0
3.8487747,3.8487747,81.846,90.0,90.0,120.0
4.3611555,4.3611555,6.605576,90.0,90.0,120.0
6.1293235,7.037113,11.366487,90.0,90.0,90.0
5.849881,6.9935584,10.68957,90.0,90.0,90.0
9.010021,7.3323336,10.879658,90.0,113.48757,90.0
5.231423,5.3701816,9.914965,90.0,121.362854,90.0
5.0003123,7.775478,7.799539,97.93737,101.87182,102.41667
4.684853,5.2184553,16.046871,90.0,90.0,90.0
6.7542453,6.7542453,6.7542453,90.0,90.0,90.0
18.075438,10.436368,9.764108,90.0,91.40589,90.0
18.891245,13.648402,7.74834,90.0,101.81002,90.0
6.280873,9.6545,12.389804,90.0,90.0,90.0
11.958219,11.958219,11.958219,90.0,90.0,90.0
2.906753,6.588166,15.402269,88.073975,89.26195,77.34053
7.216755,7.216755,7.216755,90.0,90.0,90.0
6.868622,6.868622,18.954538,90.0,90.0,120.0
5.642298,5.6846585,5.749643,91.98556,118.988365,118.47304
10.251454,5.748398,12.886476,90.0,110.38177,90.0
11.986993,9.13687,9.175828,90.0,106.48059,90.0
5.38092,5.38092,11.610299,90.0,90.0,90.0
8.25797,8.840393,9.498233,111.47039,89.51978,117.68392
3.0078192,9.91508,10.315007,73.22723,82.5902,87.499
4.3483744,4.3483744,8.736284,90.0,90.0,90.0
9.83601,12.038378,11.178105,90.0,115.784035,90.0
4.656753,4.656753,7.550904,90.0,90.0,90.0
2.910956,5.096812,9.830041,79.56641,88.42785,89.7057
3.3984308,3.3984308,38.61683,90.0,90.0,120.0
11.029747,11.034058,11.046452,109.20356,109.63225,109.5123
3.326239,16.817099,5.2756658,90.0,90.0,90.0
4.0352063,4.0352063,4.0352063,90.0,90.0,90.0
13.963623,7.27025,30.129358,90.0,94.72549,90.0
4.6629543,6.6695647,10.057381,84.04299,88.83353,89.436424
6.3723598,6.3723598,6.524608,90.0,90.0,120.0
16.763094,9.66487,9.990919,90.0,123.90035,90.0
4.9155436,4.9155436,4.9155436,90.0,90.0,90.0
5.3181105,6.7652054,9.11217,90.0,90.94414,90.0
6.1686068,11.640634,4.841069,90.0,90.0,90.0
3.0395353,10.309845,18.824804,90.0,90.0,90.0
5.6833525,5.691398,7.670119,69.70758,69.83302,69.406494
5.7447324,8.102991,10.534349,90.0,90.0,90.0
5.4006243,5.425947,7.8231936,90.0,90.0,90.0
4.332011,4.332011,7.007449,90.0,90.0,120.0
6.139108,10.685559,6.122365,90.0,109.24728,90.0
7.7151637,15.406186,17.810398,90.0,90.0,90.0
3.3087997,3.3087997,40.418644,90.0,90.0,120.0
5.3797116,7.621843,15.0850525,90.925606,90.04561,110.61418
9.708018,8.752293,11.409714,90.0,95.5114,90.0
8.623387,8.623387,21.18762,90.0,90.0,120.0
13.607614,13.607614,13.607614,90.0,90.0,90.0
5.5486317,3.4259484,6.062953,90.0,90.254105,90.0
6.4449005,11.615604,10.421114,90.0,90.0,90.0
6.8561735,6.8561735,6.8561735,90.0,90.0,90.0
4.276566,4.276566,6.9266005,90.0,90.0,90.0
4.2293353,8.416254,8.488035,90.0,90.0,90.0
9.294918,9.294918,9.294918,90.0,90.0,90.0
4.990599,9.063946,9.3451395,90.0,90.0,90.0
6.553794,13.75048,14.740032,90.0,90.0,90.0
6.190324,10.346406,4.8511844,90.0,90.0,90.0
5.7202044,6.9279695,9.614519,107.80823,106.588234,98.52377
5.0368123,5.0368123,9.764036,90.0,90.0,120.0
4.0595703,10.349023,5.7210937,90.0,90.0,90.0
5.2457933,8.945396,18.449503,90.0,90.0,90.0
5.2336493,5.26846,5.418476,90.0,100.05485,90.0
3.0973318,10.222956,15.114359,90.0,90.0,90.0
2.704257,2.704257,3.917803,90.0,90.0,90.0
5.0457797,5.1562424,7.6652637,103.97266,107.38041,100.55386
7.2553926,30.327608,7.0691323,90.0,111.82388,90.0
5.268123,8.200264,9.073127,90.0,110.962715,90.0
7.4163337,7.4163337,7.4163337,90.0,90.0,90.0
3.1389923,3.1389923,38.265804,90.0,90.0,120.0
6.03843,10.510535,10.511264,99.92085,106.44914,89.5349
4.3012185,7.4457064,14.710718,90.0,90.0,90.0
7.7176204,7.7168927,3.1833487,90.0,93.81333,90.0
8.637331,8.637331,8.662954,90.0,90.0,90.0
7.3114095,7.3114095,3.8772588,90.0,90.0,120.0
6.4517255,3.7263567,24.425558,90.0,95.077965,90.0
4.5016375,7.725284,14.631157,90.0,90.0,90.0
4.693007,4.693007,8.6192255,90.0,90.0,90.0
7.8797336,7.8797336,7.8797336,90.0,90.0,90.0
5.6994596,5.6999984,9.080847,88.792786,88.8307,60.21414
4.5734787,9.025715,7.2832932,90.0,91.070145,90.0
7.446437,7.446437,7.446437,90.0,90.0,90.0
8.309484,9.454002,14.831326,90.0,90.0,90.0
5.040428,11.190313,12.631736,90.0,110.5261,90.0
3.0555115,3.0555115,3.8328779,90.0,90.0,90.0
4.8740106,5.8887978,9.958599,90.0,91.14699,90.0
5.7801685,6.1185465,6.162217,98.59381,98.494514,97.57975
9.556713,10.15002,10.384968,90.0,90.0,90.0
8.099061,8.358775,9.004536,82.92527,114.870544,113.210785
8.471528,6.438789,9.997617,90.0,94.73591,90.0
7.327371,9.676996,12.982571,90.0,107.82604,90.0
5.364661,5.5785174,7.6988006,90.0,90.0,90.0
38.874542,2.8690956,5.1352754,90.0,92.39205,90.0
8.362639,8.362639,8.362639,90.0,90.0,90.0
6.7151017,7.9160686,9.926062,90.11109,91.31045,90.60576
5.5188117,6.6050787,9.483676,90.0,90.0,90.0
5.085458,5.1314216,10.333924,84.96673,76.61226,70.44623
13.119284,11.111024,8.277167,90.0,101.47431,90.0
7.044491,7.044491,11.815661,90.0,90.0,90.0
5.7410426,6.19656,11.228669,90.0,90.0,90.0
13.409436,8.126071,12.38296,90.0,96.422585,90.0
8.587983,12.199882,7.408909,90.0,125.41787,90.0
6.615307,6.615307,6.615307,90.0,90.0,90.0
5.331653,5.456908,7.8394537,90.0,90.0,90.0
5.7357116,5.7357116,15.947777,90.0,90.0,120.0
7.596906,11.300897,14.147392,90.0,90.0,90.0
6.105086,6.105086,6.105086,90.0,90.0,90.0
6.5714674,6.5714674,6.5714674,90.0,90.0,90.0
4.736582,4.736582,4.736582,90.0,90.0,90.0
6.9288483,11.184301,5.331213,90.0,90.0,90.0
13.277341,22.972963,10.518507,90.0,90.0,90.0
5.195186,5.195186,10.455738,90.0,90.0,90.0
7.939605,7.939605,3.5964305,90.0,90.0,90.0
11.4227,8.767592,19.232683,90.0,100.360245,90.0
9.886266,9.886266,6.970759,90.0,90.0,120.0
8.703913,12.86928,8.924632,90.0,114.269936,90.0
3.361575,3.361575,38.233658,90.0,90.0,120.0
10.199214,10.706912,11.206229,91.30153,103.84517,98.97217
7.6391115,7.6391115,7.9592147,90.0,90.0,90.0
4.8887873,8.412397,15.574851,90.0,90.08661,90.0
4.4036813,6.33017,10.537812,90.0,90.0,90.0
6.6710067,16.289911,5.1265855,90.0,90.0,90.0
7.124166,6.821401,15.298685,90.0,105.220795,90.0
3.3411558,3.3411558,4.3964925,90.0,90.0,120.0
6.019658,10.005755,9.614353,90.0,90.08671,90.0
4.6172714,17.119778,7.3465166,90.0,90.0,90.0
4.332329,4.332329,4.4885664,90.0,90.0,120.0
7.589893,13.031343,9.439172,90.0,90.0,90.0
8.656209,8.656209,8.6148615,90.0,90.0,90.0
10.510316,10.276943,11.970648,90.0,108.58243,90.0
3.7768922,3.7768922,7.123494,90.0,90.0,90.0
3.840124,3.840124,3.840124,90.0,90.0,90.0
11.544575,10.095921,12.1361885,90.0,99.87984,90.0
5.952535,7.8266225,9.692936,90.0,90.0,90.0
9.673718,9.673718,9.673718,90.0,90.0,90.0
6.292376,6.342945,9.076722,90.0,90.0,90.0
9.9433,9.991599,12.136962,90.0,90.0,90.0
4.0985603,4.0985603,10.613825,90.0,90.0,90.0
7.628228,7.628228,4.0077076,90.0,90.0,90.0
13.690156,7.8425136,7.7538824,90.0,90.67664,90.0
7.280057,7.280057,7.280057,90.0,90.0,90.0
8.504331,8.4722185,30.716276,90.0,106.00229,90.0
6.5832715,8.060652,8.884101,90.0,90.0,90.0
7.426975,8.871458,9.451221,90.0,116.84285,90.0
3.947394,3.947394,9.740928,90.0,90.0,90.0
17.31449,4.775757,9.8851385,90.0,123.890114,90.0
19.348978,6.3477597,10.6019745,90.0,121.36786,90.0
8.556672,8.556672,8.556672,90.0,90.0,90.0
3.1269822,3.1269822,246.83754,90.0,90.0,120.0
15.184599,3.2324665,10.718652,90.0,134.79988,90.0
6.3340974,6.3340974,6.3340974,90.0,90.0,90.0
2.5018191,2.5018191,18.176798,90.0,90.0,90.0
3.8525333,4.0048633,6.8525934,90.0,90.0,90.0
9.07536,9.802083,9.301993,90.0,115.193825,90.0
3.8326306,3.8326306,6.6459045,90.0,90.0,120.0
9.277305,9.2831745,9.311239,60.105488,60.388435,60.06485
8.094344,14.366326,18.30933,90.0,104.22974,90.0
10.415488,6.011189,9.858205,90.0,90.783035,90.0
6.490884,15.836818,9.051962,90.0,110.0451,90.0
7.8951106,7.8951106,7.8951106,90.0,90.0,90.0
7.0410886,7.0410886,7.0410886,90.0,90.0,90.0
6.2171707,11.017364,5.0506487,90.0,90.0,90.0
6.0511365,6.0520983,8.664486,90.0,90.04192,90.0
5.125892,6.5143614,9.169619,90.0,90.0,90.0
5.260704,5.284765,15.765158,90.0,92.814835,90.0
6.7062144,6.7062144,5.4540396,90.0,90.0,90.0
8.576925,8.576925,8.56223,90.0,90.0,90.0
7.432233,9.018489,16.561945,90.0,110.40664,90.0
10.234576,10.234576,15.207643,90.0,90.0,120.0
3.894506,3.894506,3.894506,90.0,90.0,90.0
7.769422,7.769422,7.769422,90.0,90.0,90.0
13.329241,6.586752,9.592823,90.0,126.40155,90.0
7.7113137,7.7113137,5.6337333,90.0,90.0,120.0
5.8165283,22.478798,3.4171748,90.0,90.0,90.0
2.9056792,6.5341206,9.828683,100.92577,91.52606,102.7085
5.1820602,5.1820602,2.8738272,90.0,90.0,90.0
6.653454,11.484361,10.559499,90.0,90.0,90.0
6.4133596,7.1531954,11.9467945,90.0,90.0,90.0
10.263827,3.74441,12.195945,90.0,100.85024,90.0
10.353572,5.751727,10.31748,90.0,111.09988,90.0
6.244021,7.245601,9.674364,108.02458,95.19135,102.159225
7.0291843,10.442869,17.992262,89.84252,89.898766,89.73402
11.5446005,7.170501,10.052094,90.0,122.57813,90.0
2.9551895,5.11262,9.765715,90.0,90.0,90.0
4.7967377,4.7981095,7.4961348,90.0,90.0,90.0
9.216998,6.0541434,4.615717,90.0,91.945984,90.0
5.6724143,5.7638416,8.154721,87.760445,87.08457,62.115738
3.0560324,3.0560324,32.174953,90.0,90.0,120.0
12.753722,12.753722,3.814171,90.0,90.0,120.0
13.849174,17.15733,10.035958,90.0,125.05059,90.0
7.167575,17.6517,7.2216177,90.0,90.918755,90.0
7.513159,7.513159,7.513159,90.0,90.0,90.0
6.298795,6.298795,22.037924,90.0,90.0,120.0
5.2061524,5.2061524,5.2061524,90.0,90.0,90.0
4.059242,4.059242,20.684233,90.0,90.0,90.0
12.438593,12.438593,12.438593,90.0,90.0,90.0
3.1849399,15.118933,5.024098,90.0,90.0,90.0
5.809056,3.6069772,6.399809,90.0,90.21645,90.0
5.4456716,2.8778045,34.51664,90.0,91.36516,90.0
6.2593493,9.456791,9.462122,90.38816,90.21974,90.01875
5.608706,6.773762,15.53271,90.0,90.0,90.0
6.5487666,6.5487666,6.5487666,90.0,90.0,90.0
8.317515,8.317515,8.317515,90.0,90.0,90.0
7.9677043,10.003368,14.727181,90.0,90.0,90.0
7.552952,7.552952,18.485716,90.0,90.0,120.0
4.106477,4.106477,14.403439,90.0,90.0,120.0
7.5436187,7.5436187,7.5436187,90.0,90.0,90.0
5.400464,9.458533,13.2335205,90.0,90.0,90.0
10.3113165,7.329747,6.9270725,90.0,107.26172,90.0
7.3555617,7.3555617,7.3555617,90.0,90.0,90.0
6.77522,11.706241,9.65328,90.0,103.807556,90.0
4.25867,6.5189605,9.810886,90.0,90.0,90.0
6.479731,6.479731,8.59633,90.0,90.0,120.0
10.933889,10.933889,10.933889,90.0,90.0,90.0
8.069728,8.069728,5.7079835,90.0,90.0,90.0
6.723391,6.7343698,6.7398148,92.85814,92.07752,92.32425
5.5748205,5.6660247,16.770323,90.0,90.29039,90.0
8.63283,9.28752,15.159405,80.97973,75.97627,87.39783
7.5295258,7.5295258,7.5295258,90.0,90.0,90.0
4.1686587,4.1686587,10.786835,90.0,90.0,90.0
10.912175,10.912175,10.912175,90.0,90.0,90.0
9.822166,9.822166,9.822166,90.0,90.0,90.0
4.7109265,4.7109265,4.7109265,90.0,90.0,90.0
4.899977,4.899977,12.550985,90.0,90.0,120.0
6.3092084,10.971903,10.334734,90.0,90.0,90.0
6.5230894,11.278007,10.510613,90.0,90.0,90.0
6.41467,8.303061,11.932307,90.0,92.51267,90.0
6.616431,7.2870545,9.64162,90.0,90.0,90.0
10.693851,10.693851,10.693851,90.0,90.0,90.0
2.8788977,7.5507956,7.5648804,96.64546,90.28809,90.015335
5.9253817,7.642713,7.7220554,65.24672,68.918915,69.25128
7.783755,11.683859,6.4810987,90.0,90.03563,90.0
6.5952444,6.5952444,6.5952444,90.0,90.0,90.0
6.460669,6.4652877,6.4795127,91.06544,91.05408,91.10808
16.615396,10.001462,4.073844,90.0,97.77813,90.0
4.0766644,4.0766644,4.9813347,90.0,90.0,120.0
8.724332,8.724332,8.621189,90.0,90.0,90.0
7.6933227,7.800321,9.734033,75.33992,77.53073,60.652954
5.7897115,10.815657,13.223954,90.0,100.989876,90.0
7.602553,7.602553,3.552522,90.0,90.0,90.0
9.912875,15.341332,19.592579,88.32534,80.54169,88.9704
3.679477,3.679477,18.980457,90.0,90.0,120.0
12.690704,2.8869247,5.9707623,90.0,105.22942,90.0
7.6245575,10.712395,15.275522,90.0,90.0,90.0
3.068849,3.068849,15.16651,90.0,90.0,120.0
11.374289,11.374289,11.374289,90.0,90.0,90.0
11.147983,4.31567,4.8493714,90.0,108.6872,90.0
5.8334656,5.898484,7.0557346,86.914314,68.61939,86.3662
4.6187825,14.557235,4.830351,90.0,99.13944,90.0
5.1740494,7.8853235,12.0317545,90.0,90.0,90.0
4.8927283,4.8927283,47.01398,90.0,90.0,120.0
2.7084677,2.7084677,2.7084677,90.0,90.0,90.0
6.422392,10.817673,9.59131,90.0,90.0,90.0
4.249256,4.249256,16.217325,90.0,90.0,90.0
9.217882,9.217882,9.217882,90.0,90.0,90.0
8.468309,8.468309,4.694658,90.0,90.0,90.0
15.688564,5.8922496,10.353389,90.0,100.319176,90.0
4.746362,4.746362,4.746362,90.0,90.0,90.0
8.581892,19.301651,23.469896,90.0,90.0,90.0
10.888181,6.7215605,6.3650184,90.0,121.572815,90.0
4.3729353,4.3729353,4.3729353,90.0,90.0,90.0
4.1460795,4.1460795,4.1460795,90.0,90.0,90.0
5.8120255,5.8120255,16.51914,90.0,90.0,120.0
6.902911,8.080317,7.2879314,90.0,118.16958,90.0
11.699616,11.699616,11.699616,90.0,90.0,90.0
7.3453865,17.050129,32.41736,90.0,90.0,90.0
3.019433,9.914838,9.965981,77.83621,86.98314,86.76284
5.2823505,5.2823505,3.9989593,90.0,90.0,120.0
13.296386,4.3837767,9.730393,90.0,111.46697,90.0
7.253832,7.253832,7.253832,90.0,90.0,90.0
8.331593,8.331593,11.5530205,90.0,90.0,90.0
9.587513,9.587513,18.584713,90.0,90.0,90.0
5.350866,5.350866,5.350866,90.0,90.0,90.0
5.084426,8.795788,38.67695,90.0,92.28493,90.0
22.31774,7.660873,7.042967,90.0,106.34602,90.0
13.816989,13.816989,4.710676,90.0,90.0,90.0
8.932978,5.7661133,10.248982,90.0,115.63801,90.0
3.6093278,3.6093278,7.013097,90.0,90.0,90.0
6.901219,13.503796,7.5472894,90.0,93.69906,90.0
8.469623,8.469623,8.469623,90.0,90.0,90.0
11.186094,5.9403324,8.11419,90.0,112.43807,90.0
8.528438,8.528438,8.5511055,90.0,90.0,90.0
5.4304156,6.4031963,20.172165,90.0,90.30076,90.0
3.6599882,3.6599882,8.207582,90.0,90.0,90.0
5.31202,5.724493,7.9643636,90.0,90.0,90.0
10.048007,5.998899,10.059405,90.0,119.925125,90.0
6.0722504,8.431745,9.202436,90.0,114.71505,90.0
3.9679794,3.9679794,20.235975,90.0,90.0,90.0
4.6896996,6.17943,8.9717245,90.0,90.0,90.0
6.0730867,7.9260554,8.7530775,83.98499,89.706,89.38305
6.8139625,10.648269,7.625097,90.0,90.851295,90.0
9.363075,9.363075,9.363075,90.0,90.0,90.0
9.109358,9.109358,31.736069,90.0,90.0,120.0
6.8990498,6.8990498,6.8990498,90.0,90.0,90.0
6.972498,6.972498,6.972498,90.0,90.0,90.0
11.125452,6.4055862,5.5162416,90.0,113.62035,90.0
14.175411,3.4064019,11.172009,90.0,121.62605,90.0
4.409104,4.409104,8.840129,90.0,90.0,90.0
4.284807,6.5943832,8.6356125,107.7528,95.31485,95.74918
3.8877342,3.8877342,3.8877342,90.0,90.0,90.0
4.8117485,4.8117485,11.682908,90.0,90.0,120.0
6.6334467,6.6334467,5.207881,90.0,90.0,120.0
5.6676536,5.668955,5.6829433,60.344322,60.201622,60.07707
6.596473,11.444445,8.904022,90.0,90.0,90.0
12.519374,12.519374,12.519374,90.0,90.0,90.0
3.9275303,3.968089,22.638666,90.183655,91.15873,91.05678
9.018399,9.018399,6.6689587,90.0,90.0,120.0
3.2759097,3.2759097,40.522144,90.0,90.0,120.0
3.9380245,3.9380245,3.9380245,90.0,90.0,90.0
5.7432246,7.4309688,14.494962,90.0,90.0,90.0
7.6629925,5.358606,11.403067,90.0,104.66281,90.0
3.7663984,3.7663984,3.7663984,90.0,90.0,90.0
5.6512394,9.165822,16.18138,90.0,90.0,90.0
10.534047,10.534047,10.534047,90.0,90.0,90.0
3.0066638,7.6188045,10.116832,107.26463,88.00935,98.15075
6.192911,10.773122,10.057497,90.0,90.0,90.0
4.953362,7.221647,8.1783,90.0,93.352104,90.0
11.561463,15.126125,44.58696,90.0,90.0,90.0
3.9331157,13.913619,16.433361,90.0,90.0,90.0
15.236703,15.236703,6.7117453,90.0,90.0,90.0
4.399174,4.399174,6.779665,90.0,90.0,120.0
10.753827,10.753827,10.753827,90.0,90.0,90.0
5.4851017,9.831449,19.229277,90.0,90.0,90.0
12.00923,12.625655,17.83974,90.0,90.0,90.0
7.601255,7.601255,18.454805,90.0,90.0,120.0
8.382858,8.49969,8.582708,90.0,90.0,90.0
7.101311,7.677232,8.560616,96.96163,102.84718,109.851875
12.22351,12.22351,14.713875,90.0,90.0,90.0
6.0896397,6.0896397,35.67942,90.0,90.0,120.0
7.817921,11.411659,20.275724,90.0,90.0,90.0
5.2099156,5.4174356,7.42566,105.46516,109.731735,99.40969
4.3830547,7.624789,4.3232007,90.0,90.0,90.0
10.716454,4.6912045,7.580031,90.0,132.07483,90.0
5.9918528,14.033456,5.986506,90.0,90.00597,90.0
6.3763585,6.3763585,6.626986,90.0,90.0,120.0
3.7059243,3.7059243,3.6855955,90.0,90.0,90.0
4.3974295,4.3974295,9.816709,90.0,90.0,120.0
7.0489626,7.1159205,7.3407054,113.99301,89.38114,94.92435
9.79021,9.815702,13.945601,89.94984,89.94967,60.118996
5.2791786,9.190335,15.933956,90.0,90.0,90.0
6.4918613,6.4918613,6.4918613,90.0,90.0,90.0
5.1556597,11.962971,12.433468,90.0,90.0,90.0
8.370946,10.731831,13.90978,102.56937,106.61318,93.65417
5.20982,9.088653,10.21663,88.87543,89.06481,89.642166
5.227987,8.689925,8.528641,90.0,90.0,90.0
6.172033,6.775078,13.1522665,90.0,90.0,90.0
3.6501544,3.6501544,11.746543,90.0,90.0,120.0
6.2926145,10.770134,4.9554057,90.0,90.0,90.0
13.358753,23.47297,14.753672,90.0,90.0,90.0
6.6989717,10.362004,11.816611,90.0,96.50215,90.0
4.7627254,10.480765,12.2174635,90.0,90.0,90.0
5.4707336,5.4707336,7.5523143,90.0,90.0,120.0
6.9123735,6.9123735,6.9123735,90.0,90.0,90.0
13.577987,6.2807264,6.140682,90.0,104.745575,90.0
5.414668,5.414668,26.210882,90.0,90.0,90.0
7.840724,7.840724,5.5826726,90.0,90.0,120.0
7.0371704,13.919919,12.05419,90.0,124.86344,90.0
6.465909,8.810642,6.4998703,90.0,90.0,90.0
9.136631,9.1509075,13.006023,90.0475,90.06732,90.13471
4.3719635,25.4906,4.391349,90.0,90.0,90.0
5.20469,5.20469,10.454038,90.0,90.0,90.0
6.864522,6.864522,5.996895,90.0,90.0,90.0
6.015188,6.015188,6.015188,90.0,90.0,90.0
5.355461,5.6467505,7.736933,90.0,90.0,90.0
5.9021378,5.9021378,5.9021378,90.0,90.0,90.0
5.561956,7.0055013,9.515699,107.05791,106.825134,98.01005
7.4120646,7.5345683,10.556007,90.0,90.0,90.0
19.012417,6.318475,14.969133,90.0,127.94737,90.0
5.547791,5.498837,12.250032,90.0,102.69541,90.0
3.0605006,3.24364,4.697423,90.0,90.0,90.0
7.726443,5.4126277,11.510749,90.0,104.39882,90.0
6.0854774,6.0854774,3.262024,90.0,90.0,120.0
18.953743,18.397188,9.606093,90.0,90.21533,90.0
12.1941185,8.176589,7.6888924,90.0,122.36655,90.0
8.924497,8.924497,8.924497,90.0,90.0,90.0
3.9092662,3.9092662,3.9092662,90.0,90.0,90.0
5.2081933,5.2081933,8.45714,90.0,90.0,120.0
5.3300304,5.9077725,12.059253,83.25776,80.14625,88.207794
2.9454253,2.9454253,7.531024,90.0,90.0,120.0
4.643972,4.643972,8.492963,90.0,90.0,90.0
11.53442,6.8383574,14.936496,90.0,121.82141,90.0
6.6528354,6.753923,7.1818705,100.62831,114.58042,96.56579
17.69386,9.953001,17.649618,90.0,111.286,90.0
7.569829,7.569829,7.569829,90.0,90.0,90.0
9.4555435,10.722377,13.815091,90.0,90.0,90.0
11.908352,12.265676,11.539876,90.0,90.0,90.0
3.2198513,3.2198513,36.383934,90.0,90.0,120.0
11.396241,3.1940298,7.4361024,90.0,104.99959,90.0
12.059662,12.227978,18.036379,90.386925,89.98108,94.97603
3.8055859,3.8055859,6.084922,90.0,90.0,120.0
13.552451,13.880382,19.172613,90.0,90.0,90.0
5.6118116,10.117825,15.495641,90.0,90.0,90.0
9.482324,9.482324,7.3915925,90.0,90.0,120.0
4.7833924,4.7833924,4.7833924,90.0,90.0,90.0
5.217991,5.217991,5.217991,90.0,90.0,90.0
13.113045,13.113045,11.540733,90.0,90.0,120.0
5.6609163,8.914806,10.443201,87.12783,89.31753,76.48834
4.9619336,8.924012,5.4766574,90.0,90.07672,90.0
5.7123795,5.78149,9.95525,90.0,124.755135,90.0
8.647554,8.647554,23.438387,90.0,90.0,120.0
4.4689007,8.63398,8.9119215,90.0,90.0,90.0
11.625711,11.625711,11.625711,90.0,90.0,90.0
7.2733784,7.4391932,10.196839,90.0,90.21597,90.0
12.870285,21.389406,21.445133,90.0,90.0,90.0
2.8425539,5.7560997,6.452707,103.65235,102.63182,90.15068
8.131868,12.009691,8.678313,90.0,109.0265,90.0
6.3684626,10.05989,6.7991304,90.0,104.211815,90.0
16.238873,7.816055,8.256372,90.0,111.81266,90.0
21.981873,4.5329695,5.366663,90.0,100.35244,90.0
7.0546126,9.609576,9.703767,120.10502,108.92693,80.63812
14.642102,12.560588,14.87972,90.0,120.140335,90.0
9.471329,9.471329,2.957258,90.0,90.0,90.0
11.942106,12.625643,16.863579,90.0,90.0,90.0
4.5811105,7.1553802,7.816118,90.0,90.0,90.0
10.655942,10.655942,10.655942,90.0,90.0,90.0
6.7411337,9.525522,10.583277,89.94112,107.79671,90.29157
6.1269903,6.1269903,3.4871514,90.0,90.0,120.0
4.800348,6.080911,10.480728,90.0,90.08093,90.0
8.239152,8.239152,24.204807,90.0,90.0,120.0
8.07021,8.07021,4.4533534,90.0,90.0,120.0
4.815686,6.0590734,10.363139,90.0,90.61882,90.0
12.280506,13.222937,18.887533,90.0,90.0,90.0
5.952108,6.1199307,10.310278,90.0,124.54509,90.0
5.5729055,5.5729055,8.01308,90.0,90.0,120.0
6.507457,6.5219717,8.087365,90.0,90.0,90.0
5.787311,5.787311,5.423158,90.0,90.0,120.0
4.968277,4.968277,4.968277,90.0,90.0,90.0
3.929544,3.929544,3.929544,90.0,90.0,90.0
4.749745,4.749745,25.531937,90.0,90.0,120.0
3.382026,5.8864822,11.387676,90.0,90.0,90.0
7.670209,12.060165,14.955633,90.0,90.0,90.0
10.032246,10.032246,12.273852,90.0,90.0,120.0
10.117925,5.6471972,13.19889,90.0,104.754654,90.0
5.719973,5.719973,4.469892,90.0,90.0,120.0
5.5949883,7.348272,13.241621,76.52252,78.26013,69.26605
4.2884064,6.7278695,7.139222,90.0,90.0,90.0
4.370052,4.370052,5.1434703,90.0,90.0,120.0
7.3181057,18.278416,7.5036473,90.0,112.04539,90.0
